Time_s	Speed_km/h
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1517	0
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	0
1548	0
1549	0
1550	0
1551	0
1552	0.0484102564102562
1553	0.0605811965811964
1554	0.0928888888888887
1555	0.160444444444444
1556	0.274905982905983
1557	0.425333333333333
1558	0.618666666666666
1559	0.842700854700854
1560	1.09747008547008
1561	1.3994188034188
1562	1.73059829059829
1563	2.0654358974359
1564	2.41350427350427
1565	2.77948717948718
1566	3.14222222222222
1567	3.51552136752137
1568	3.89336752136752
1569	4.27384615384615
1570	4.6582905982906
1571	5.05548717948718
1572	5.4622905982906
1573	5.87333333333333
1574	6.2785641025641
1575	6.67035897435897
1576	7.06700854700854
1577	7.4811282051282
1578	7.9156923076923
1579	8.37090598290598
1580	8.86936752136752
1581	9.38543589743589
1582	9.91405128205128
1583	10.4602051282051
1584	11.0059145299145
1585	11.5518290598291
